CustomerID,Name,Email,Phone,Country
1,Aarna Sur,zraval@hotmail.com,9.16965E+11,Canada
2,Faiyaz Cherian,onkarvora@bobal-deol.com,9.13943E+11,UK
3,Neelofar Sanghvi,tailoreshani@bala.com,1130987962,India
4,Taran Sachdeva,navyamani@yahoo.com,6577870240,Canada
5,Heer Jaggi,vkrishnamurthy@dhingra-ramesh.com,9.14632E+11,USA
6,Prisha Hegde,deneysa@gmail.com,1184330809,Canada
7,Hazel Chaudhuri,lakshitdoshi@hotmail.com,5472238441,India
8,Divyansh Agate,wgulati@hotmail.com,9.1822E+11,Canada
9,Dhanuk Setty,satheprisha@gmail.com,9.12726E+11,USA
10,Charvi Bora,tara13@gmail.com,6064046709,UK
11,Rhea Ramanathan,madanprisha@yahoo.com,7595702915,India
12,Tejas Sridhar,sahil46@yahoo.com,9.11176E+11,Australia
13,Damini Chauhan,nirvaan55@bhandari.com,8741937778,USA
14,Ira Mand,mirayasuri@gmail.com,3845308773,Canada
15,Elakshi Ben,choudharyveer@yahoo.com,9.16029E+11,UK
16,Dhanuk Sanghvi,reddyriya@andra-sura.com,1438252176,Canada
17,Ishaan Doctor,dubekhushi@yahoo.com,9.16505E+11,India
18,Shray Ray,elakshiganguly@hotmail.com,3897347732,USA
19,Raunak Manne,lbehl@dada.org,8799759584,India
20,Saanvi Badal,wallamadhup@cherian.biz,9105418500,India
21,Eshani Krishnan,aradhyasaha@yahoo.com,3367259400,Australia
22,Faiyaz Chana,cbora@bose-lanka.com,829416849,Australia
23,Sumer Dash,akarshmahal@yahoo.com,9.10199E+11,Australia
24,Divij Saha,sumerbadal@basu.org,1932825962,Australia
25,Anahi Dash,kairasoni@issac-aggarwal.biz,7200408266,Canada
26,Eshani Chopra,vaibhavgole@devi-garg.info,9.1183E+11,Canada
27,Fateh Randhawa,indrans48@dash-goel.com,8786012614,India
28,Anahi Acharya,gamble@dugar.com,534806240,Australia
29,Arnav Virk,jivika01@hotmail.com,9.16304E+11,USA
30,Dhruv Trivedi,divyansh90@vig.com,8052760502,India
31,Seher Kothari,borragatik@salvi-ahuja.com,8476878934,India
32,Renee Guha,darshit51@iyer.com,1998730023,USA
33,Shaan Kade,lavanyasura@bhandari-chawla.com,9.11402E+11,USA
